metagenome	source	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4572530.3	GenBank	MHC DP-alpha-1 cell surface glycoprotein (AA at 42)	2	-7	60.53	38	1	
4572530.3	GenBank	MHC class I alpha antigen	19	-24.947	85.292	63.421	4	
4572530.3	GenBank	MHC class I antigen	9	-16.222	78.498	48.889	6	
4572530.3	GenBank	MHC class I heavy chain	2	-5	67.65	34	1	
4572530.3	GenBank	MHC class II alpha subunit	1	-8	92.86	28	1	
4572530.3	GenBank	MHC class II antigen	4	-11	91.102	33.5	2	
4572530.3	GenBank	MHC class II antigen alpha chain	14	-18.571	75.969	55.643	2	
4572530.3	GenBank	MHC class II antigen beta chain	3	-9.667	79.047	38	2	
4572530.3	GenBank	MHC class Ia antigen	1	-18	81.82	44	1	
4572530.3	GenBank	MICAL-like 1	2	-7	77.77	31.5	1	
4572530.3	GenBank	MICAL-like isoform 2	3	-7	100	26.333	1	
4572530.3	GenBank	MIP224	4	-11.75	100	34.25	1	
4572530.3	GenBank	MIPOL1 protein	1	-5	75	32	1	
4572530.3	GenBank	MIR-interacting saposin-like protein precursor	2	-16	75.87	56	1	
4572530.3	GenBank	MIS12 homolog	1	-7	66.67	39	1	
4572530.3	GenBank	MIT domain-containing protein 1	1	-6	96	25	1	
4572530.3	GenBank	MKI67 FHA domain-interacting nucleolar phosphoprotein-like	2	-9	92.24	32	2	
4572530.3	GenBank	MKK6a	1	-7	100	26	1	
4572530.3	GenBank	MLL	12	-21.333	86.446	58.667	1	
4572530.3	GenBank	MLLT4	7	-11.286	73.411	42.714	1	
4572530.3	GenBank	MLX interacting protein, isoform CRA_a	2	-5	80.65	31	1	
4572530.3	GenBank	MLX interacting protein, isoform CRA_b	1	-6	80.65	31	1	
4572530.3	GenBank	MLXIP protein	1	-5	73.08	26	1	
4572530.3	GenBank	MMP17 protein	1	-33	92.65	68	1	
4572530.3	GenBank	MMS19 protein	1	-10	68.18	44	1	
4572530.3	GenBank	MMVR656	1	-7	95.83	24	1	
4572530.3	GenBank	MN-cadherin	1	-22	78.57	70	1	
4572530.3	GenBank	MNN4 protein, putative	2	-12	63.16	57	1	
4572530.3	GenBank	MOB1, Mps One Binder kinase activator-like 1B (yeast), isoform CRA_a	1	-17	97.67	43	1	
4572530.3	GenBank	MON2 homolog (yeast), isoform CRA_b	1	-6	69.7	33	1	
4572530.3	GenBank	MON2 protein	1	-22	94.44	54	1	
4572530.3	GenBank	MOP3	1	-13	92.86	42	1	
4572530.3	GenBank	MORC family CW-type zinc finger 2	2	-12	89.815	38	1	
4572530.3	GenBank	MORC family CW-type zinc finger protein 3	3	-15.333	83.977	44	2	
4572530.3	GenBank	MORN repeat-containing protein C9orf18 homolog	1	-18	93.18	44	1	
4572530.3	GenBank	MOSC domain-containing protein 1, mitochondrial precursor	3	-7.333	73.843	38.333	1	
4572530.3	GenBank	MPP7 protein	2	-16.5	91.885	43	1	
4572530.3	GenBank	MRE-binding transcription factor-1La	2	-16	79.2	55.5	1	
4572530.3	GenBank	MRE-binding transcription factor-1S	1	-21	94.23	52	1	
4572530.3	GenBank	MRS2 protein	1	-12	89.74	39	1	
4572530.3	GenBank	MSHA biogenesis protein MshG	1	-7	70.27	37	1	
4572530.3	GenBank	MSHA biogenesis protein MshH	1	-14	75.51	49	1	
4572530.3	GenBank	MSHA biogenesis protein MshL	1	-44	77.98	109	1	
4572530.3	GenBank	MT2-MMP protein	2	-9	67.97	37.5	1	
4572530.3	GenBank	MTA2	1	-25	94.83	58	1	
4572530.3	GenBank	MTR1	1	-8	77.14	35	1	
4572530.3	GenBank	MUS81 endonuclease homolog	2	-5	80.785	28.5	1	
4572530.3	GenBank	MUS81 endonuclease homolog (yeast)	1	-9	78.38	37	1	
4572530.3	GenBank	MYB-binding protein 1A-like isoform 1	2	-16	63.93	61	1	
4572530.3	GenBank	MYC associated factor X, isoform CRA_b	1	-16	95.24	42	1	
4572530.3	GenBank	MYC binding protein 2, isoform CRA_c	2	-20	89.63	48.5	1	
4572530.3	GenBank	MYC binding protein 2, isoform CRA_d	2	-5	95.45	22	1	
4572530.3	GenBank	MYC induced nuclear antigen	1	-7	83.87	31	1	
4572530.3	GenBank	MYC induced nuclear antigen, isoform CRA_b	1	-7	83.87	31	1	
4572530.3	GenBank	MYC induced nuclear antigen-like	1	-14	85.37	41	1	
4572530.3	GenBank	MYH3 protein	2	-19	76.27	59	1	
4572530.3	GenBank	MYL12A protein	1	-11	97.06	34	1	
4572530.3	GenBank	MYPN protein	2	-14	88.1	42	1	
4572530.3	GenBank	MYST histone acetyltransferase (monocytic leukemia) 3	1	-23	100	52	1	
4572530.3	GenBank	MYST histone acetyltransferase 1	1	-5	95.65	23	1	
4572530.3	GenBank	MYST histone acetyltransferase 1, isoform CRA_a	1	-23	98.11	53	1	
4572530.3	GenBank	MYST histone acetyltransferase 2	7	-10.571	99.471	32.429	2	
4572530.3	GenBank	Mab-21-like 1	3	-57	100	112	1	
4572530.3	GenBank	Macrophage capping protein	4	-20.5	90.05	49.75	1	
4572530.3	GenBank	Macrophage expressed 1	7	-33.714	73.219	89.143	1	
4572530.3	GenBank	MadN protein	1	-61	88.46	130	1	
4572530.3	GenBank	Maf protein	1	-39	97.59	83	1	
4572530.3	GenBank	Magnesium transporter protein 1 precursor	3	-14	93.163	40.667	1	
4572530.3	GenBank	Mahogunin, ring finger 1	1	-7	93.1	29	1	
4572530.3	GenBank	Major facilitator superfamily domain containing 2b	2	-5	76.785	28	1	
4572530.3	GenBank	Major facilitator superfamily domain containing 7B	1	-6	70.59	34	1	
4572530.3	GenBank	Major facilitator superfamily domain-containing protein 4	1	-7	96.15	26	1	
4572530.3	GenBank	Major facilitator superfamily domain-containing protein 5	1	-41	94.12	85	1	
4572530.3	GenBank	Major vault protein	4	-16	96.585	42.25	1	
4572530.3	GenBank	Male germ cell-associated kinase	2	-7	81.145	31	1	
4572530.3	GenBank	Male-enhanced antigen 1	1	-16	86.96	46	1	
4572530.3	GenBank	Male-specific lethal 2-like 1	1	-27	88.06	67	1	
4572530.3	GenBank	Male-specific lethal 3-like 1	2	-11	88.24	34	1	
4572530.3	GenBank	Malectin	1	-7	96.3	27	1	
4572530.3	GenBank	Maleylacetoacetate isomerase	1	-14	95.24	42	1	
4572530.3	GenBank	Malic enzyme 2, NAD(+)-dependent, mitochondrial	3	-9.333	90.467	32.667	1	
4572530.3	GenBank	Malignant T cell amplified sequence 1	1	-8	100	28	1	
4572530.3	GenBank	Malonyl CoA-acyl carrier protein transacylase, mitochondrial precursor	3	-17.333	82.907	47.667	1	
4572530.3	GenBank	Man1a2-prov protein	5	-14.8	89	44	1	
4572530.3	GenBank	Mandelate racemase/muconate lactonizing protein	2	-21	61.97	71	1	
4572530.3	GenBank	Manea-prov protein	1	-18	83.67	49	1	
4572530.3	GenBank	Manic fringe homolog	2	-10	80	40	1	
4572530.3	GenBank	Mannose receptor, C type 1	2	-5	71.88	32	1	
4572530.3	GenBank	Mannose-1-phosphate guanyltransferase alpha-A	2	-19	95.83	48	1	
4572530.3	GenBank	Mannose-6-phosphate receptor-binding protein 1	3	-13	81.683	42.333	1	
4572530.3	GenBank	Mannose-binding protein C precursor	1	-17	63.24	68	1	
4572530.3	GenBank	Mannosidase, beta A, lysosomal	2	-14.5	75.155	44	1	
4572530.3	GenBank	Mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	2	-19	97.73	44	1	
4572530.3	GenBank	Mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	1	-9	83.87	31	1	
4572530.3	GenBank	Mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	1	-10	83.33	30	1	
4572530.3	GenBank	Map2k1 protein	1	-21	96	50	1	
4572530.3	GenBank	Map2k6 protein	1	-8	100	26	1	
4572530.3	GenBank	Map3k5 protein	2	-9	76.92	39	1	
4572530.3	GenBank	Map3k7ip1 protein	6	-8	89.92	31.833	1	
4572530.3	GenBank	Mapk15 protein	5	-10.2	81.17	39.4	1	
4572530.3	GenBank	Mark1 protein	3	-12	93.86	36.667	1	
4572530.3	GenBank	Mat1a protein	2	-14.5	88.6	44.5	1	
4572530.3	GenBank	Maternal embryonic leucine zipper kinase	3	-15.667	84.89	45.333	1	
4572530.3	GenBank	Mating pair stabilisation TraN	2	-19	97.83	46	1	
4572530.3	GenBank	Matn1 protein	1	-17	84.31	51	1	
4572530.3	GenBank	Matn2-prov protein	1	-21	83.61	61	1	
4572530.3	GenBank	Matn3a protein	2	-9	93.55	31	1	
4572530.3	GenBank	Matrilin 3a	2	-9	93.55	31	1	
4572530.3	GenBank	Matrix metallopeptidase 19	1	-5	64.71	34	1	
4572530.3	GenBank	Matrix metallopeptidase 23	1	-5	75	28	1	
4572530.3	GenBank	Matrix metallopeptidase 23a, like	6	-19.5	93.055	46.333	1	
4572530.3	GenBank	Matrix metallopeptidase 24 (membrane-inserted)	1	-29	98.28	58	1	
4572530.3	GenBank	Max1	5	-6.6	89.43	27.6	1	
4572530.3	GenBank	MazG protein	1	-23	88.71	62	1	
4572530.3	GenBank	Mbd2 protein	1	-14	97.22	36	1	
4572530.3	GenBank	Mbd3b protein	1	-19	97.92	48	1	
4572530.3	GenBank	Mcm9 protein	4	-13	86.838	44	1	
4572530.3	GenBank	Mcsc-pending-prov protein	1	-10	89.47	38	1	
4572530.3	GenBank	Mdm4 protein	1	-13	80.85	47	1	
4572530.3	GenBank	Me1 protein	2	-13	73.33	45	1	
4572530.3	GenBank	Meckel syndrome, type 1	1	-5	62.86	35	1	
4572530.3	GenBank	Med23 protein	1	-27	89.06	64	1	
4572530.3	GenBank	Mediator complex subunit 13-like	1	-17	90.7	43	1	
4572530.3	GenBank	Mediator complex subunit 15	3	-5	83.09	23.667	1	
4572530.3	GenBank	Mediator complex subunit 25	1	-10	86.84	38	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription subunit 15	2	-12	94.68	36.5	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription subunit 16	3	-24	93.097	59.667	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription subunit 17	1	-11	91.43	35	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription subunit 20	1	-16	90.91	44	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription subunit 21	1	-9	73.81	42	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription subunit 22	2	-22	96.43	56	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription subunit 29	1	-28	93.85	65	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription subunit 30	1	-9	78.95	38	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription subunit 7	2	-24.5	88.12	65.5	1	
4572530.3	GenBank	Mediator of RNA polymerase II transcription, subunit 18 homolog (yeast)	2	-12	98.72	37.5	1	
4572530.3	GenBank	Mef2ca protein	1	-7	83.87	31	1	
4572530.3	GenBank	Megf8 protein	2	-8	78.245	33.5	2	
4572530.3	GenBank	Meiosis expressed gene 1	2	-7	73.53	34	1	
4572530.3	GenBank	Meiosis expressed gene 1 homolog	1	-12	82.5	40	1	
4572530.3	GenBank	Meiotic recombination 11 homolog A (S. cerevisiae)	1	-11	84.62	39	1	
4572530.3	GenBank	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse), isoform CRA_a	1	-8	89.29	28	1	
4572530.3	GenBank	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse), isoform CRA_g	1	-8	89.29	28	1	
4572530.3	GenBank	Meis1-related protein 1a	1	-8	89.29	28	1	
4572530.3	GenBank	Mek7	1	-16	89.58	48	1	
4572530.3	GenBank	Melanocortin 2 receptor	1	-11	79.07	43	1	
4572530.3	GenBank	Membrane calcium atpase protein 3, isoform b, putative	1	-7	100	27	1	
4572530.3	GenBank	Membrane protein, palmitoylated 2b (MAGUK p55 subfamily member 2b)	4	-14.75	81.32	47	1	
4572530.3	GenBank	Membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	1	-7	96.43	28	1	
4572530.3	GenBank	Membrane protein, palmitoylated 5a (MAGUK p55 subfamily member 5a)	4	-8.5	82.83	34.5	1	
4572530.3	GenBank	Membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)	5	-16.4	85.76	48.8	1	
4572530.3	GenBank	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2	5	-16.2	90.162	45.4	1	
4572530.3	GenBank	Membrane-associated ring finger (C3HC4) 5, like	1	-16	95.45	44	1	
4572530.3	GenBank	Membrane-associated ring finger (C3HC4) 6	1	-5	88.46	26	1	
4572530.3	GenBank	Membrane-bound lytic murein transglycosylase D precursor	1	-26	89.23	65	1	
4572530.3	GenBank	Membrane-bound transcription factor peptidase, site 1	2	-11.5	98.53	34	1	
4572530.3	GenBank	Membrane-bound transcription factor site-1 protease, isoform 1 preproprotein	2	-11.5	98.53	34	1	
4572530.3	GenBank	Meningioma (disrupted in balanced translocation) 1	1	-7	85.71	28	1	
4572530.3	GenBank	Menkes disease ATPase	3	-9.333	96.193	32.667	1	
4572530.3	GenBank	Mep1a.1 protein	1	-8	76.47	34	1	
4572530.3	GenBank	Merg1a	1	-6	92.31	26	1	
4572530.3	GenBank	Mesoderm development candidate 1	2	-23.5	90.4	62.5	1	
4572530.3	GenBank	Metallophosphoesterase domain containing 2	1	-11	93.94	33	1	
4572530.3	GenBank	Metalloproteinase inhibitor 3 precursor	1	-12	91.18	34	1	
4572530.3	GenBank	Metalloreductase STEAP4	3	-23.333	72.997	70	1	
4572530.3	GenBank	Metastasis associated 1 family, member 2	1	-21	91.3	46	1	
4572530.3	GenBank	Metastasis-associated gene family, member 2	1	-25	94.83	58	1	
4572530.3	GenBank	Meteorin, glial cell differentiation regulator-like	1	-16	68.97	58	1	
4572530.3	GenBank	Methenyltetrahydrofolate synthetase domain-containing protein	3	-7.667	94.15	31.667	1	
4572530.3	GenBank	Methionine adenosyltransferase I, alpha	3	-12.667	91.36	40.333	2	
4572530.3	GenBank	Methionine aminopeptidase 1	1	-7	100	26	1	
4572530.3	GenBank	Methionine aminopeptidase 2	7	-15.714	91.65	43.143	1	
4572530.3	GenBank	Methionyl aminopeptidase 1	1	-20	97.78	45	1	
4572530.3	GenBank	Methyl-CpG binding domain protein 2	1	-14	97.22	36	1	
4572530.3	GenBank	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial precursor	4	-10.25	97.435	32.5	1	
4572530.3	GenBank	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial precursor	1	-7	92.59	27	1	
4572530.3	GenBank	Methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	2	-7.5	95	30	1	
4572530.3	GenBank	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent)	5	-9.8	95.63	33.2	1	
4572530.3	GenBank	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	1	-12	87.8	41	1	
4572530.3	GenBank	Methylmalonate-semialdehyde dehydrogenase	2	-16	84	50	1	
4572530.3	GenBank	Methylmalonic aciduria and homocystinuria type C homolog	1	-20	82.46	57	1	
4572530.3	GenBank	Methylmalonic aciduria type A protein, mitochondrial precursor	2	-22	90	60	1	
4572530.3	GenBank	Methylosome protein 50	1	-12	78.05	41	1	
4572530.3	GenBank	Methylosome subunit pICln	2	-16	82.98	47	1	
4572530.3	GenBank	Methylthioadenosine phosphorylase	1	-28	91.04	67	1	
4572530.3	GenBank	Methyltransferase type 12	1	-61	76.03	146	1	
4572530.3	GenBank	Methyltransferase-like protein 10	1	-19	86.27	51	1	
4572530.3	GenBank	Methyltransferase-like protein 2	4	-15.5	87.04	46.5	2	
4572530.3	GenBank	Methyltransferase-like protein 5	1	-25	80.65	62	1	
4572530.3	GenBank	Mex-3 homolog B (C. elegans)	1	-21	98.04	51	1	
4572530.3	GenBank	Mex-3 homolog C (C. elegans)	5	-14.6	97.916	40	1	
4572530.3	GenBank	Mfng protein	2	-10	80	40	1	
4572530.3	GenBank	Mg2+/Co2+ transporter	1	-12	94.74	38	1	
4572530.3	GenBank	Mgc47001-prov protein	1	-24	96.3	54	1	
4572530.3	GenBank	Mgea5 protein	1	-6	95.65	23	1	
4572530.3	GenBank	Mib protein	2	-19	92	50	1	
4572530.3	GenBank	Mical3 protein	1	-10	100	33	1	
4572530.3	GenBank	Microfibril-associated glycoprotein 4 precursor	2	-13	66.67	57	1	
4572530.3	GenBank	Microfibrillar-associated protein 1	7	-32	91.646	73.857	1	
4572530.3	GenBank	Microfibrillar-associated protein 3-like precursor	1	-25	69.14	81	1	
4572530.3	GenBank	Microsomal glutathione S-transferase 3	3	-12.333	89.21	38	2	
4572530.3	GenBank	Microsomal triglyceride transfer protein	1	-21	92.59	54	1	
4572530.3	GenBank	Microtubule associated serine/threonine kinase-like	2	-6.5	91.175	28.5	1	
4572530.3	GenBank	Microtubule-associated protein 1B	2	-14.5	79.595	45.5	1	
4572530.3	GenBank	Microtubule-associated protein 4	1	-5	85.71	28	1	
4572530.3	GenBank	Microtubule-associated protein tau	3	-17.667	83.063	51.333	1	
4572530.3	GenBank	Microtubule-associated protein, RP/EB family, member 1	1	-7	96.3	27	1	
4572530.3	GenBank	Microtubule-associated protein, RP/EB family, member 2	1	-12	68	50	1	
4572530.3	GenBank	Microtubule-associated proteins 1A/1B light chain 3C precursor	2	-13	92.31	39	1	
4572530.3	GenBank	Midnolin	1	-38	93.83	81	1	
4572530.3	GenBank	Milk fat globule-EGF factor 8 protein	3	-17	83.9	51	1	
4572530.3	GenBank	Mimecan precursor	1	-7	88.89	27	1	
4572530.3	GenBank	Mina protein	2	-5	92	25	1	
4572530.3	GenBank	Minichromosome maintenance complex component 10	1	-10	73.17	41	1	
4572530.3	GenBank	Minichromosome maintenance complex component 3	2	-5.5	89.705	28.5	1	
4572530.3	GenBank	Minichromosome maintenance complex component 5	1	-6	92.59	27	1	
4572530.3	GenBank	Mink protein	1	-21	90	50	1	
4572530.3	GenBank	Mint1	1	-15	84.44	45	1	
4572530.3	GenBank	Mip-2	1	-9	90.91	33	1	
4572530.3	GenBank	Mipep protein	1	-11	70	50	1	
4572530.3	GenBank	Misato homolog 1 (Drosophila)	3	-11	71.883	44.333	1	
4572530.3	GenBank	Missing oocyte, meiosis regulator, homolog (Drosophila)	5	-17.6	91.714	47.6	1	
4572530.3	GenBank	Mitochondrial 2-oxoglutarate/malate carrier protein	1	-13	85.71	42	1	
4572530.3	GenBank	Mitochondrial 28S ribosomal protein S29	3	-8.667	80.54	40	1	
4572530.3	GenBank	Mitochondrial 28S ribosomal protein S30	2	-14	72.34	47	1	
4572530.3	GenBank	Mitochondrial 28S ribosomal protein S33	2	-21.5	86.11	54	2	
4572530.3	GenBank	Mitochondrial 39S ribosomal protein L27	1	-15	92.68	41	1	
4572530.3	GenBank	Mitochondrial 39S ribosomal protein L33	1	-5	88	25	1	
4572530.3	GenBank	Mitochondrial E3 ubiquitin ligase 1	4	-8	73.89	40.5	1	
4572530.3	GenBank	Mitochondrial fission 1 protein	1	-10	100	34	1	
4572530.3	GenBank	Mitochondrial folate transporter/carrier	2	-14	92.11	38	1	
4572530.3	GenBank	Mitochondrial import inner membrane translocase subunit Tim13	3	-14	95	40	1	
4572530.3	GenBank	Mitochondrial import inner membrane translocase subunit Tim22	4	-15	85.588	43.5	1	
4572530.3	GenBank	Mitochondrial import inner membrane translocase subunit Tim23	2	-12	87.18	39	1	
4572530.3	GenBank	Mitochondrial import inner membrane translocase subunit Tim8 A	1	-5	96.3	27	1	
4572530.3	GenBank	Mitochondrial import receptor subunit TOM22 homolog	2	-10.5	93.61	35	2	
4572530.3	GenBank	Mitochondrial import receptor subunit TOM40 homolog	3	-11.333	84.443	38	1	
4572530.3	GenBank	Mitochondrial intermembrane space import and assembly protein 40	2	-12.5	92.67	38	2	
4572530.3	GenBank	Mitochondrial ornithine transporter 1	1	-13	92.5	40	1	
4572530.3	GenBank	Mitochondrial poly(A) polymerase	1	-23	84.75	59	1	
4572530.3	GenBank	Mitochondrial precursor proteins import receptor	1	-12	97.3	37	1	
4572530.3	GenBank	Mitochondrial ribosomal protein L10	1	-14	77.55	49	1	
4572530.3	GenBank	Mitochondrial ribosomal protein L19	2	-7	71.92	38	2	
4572530.3	GenBank	Mitochondrial ribosomal protein S34	2	-21.5	77.39	57.5	1	
4572530.3	GenBank	Mitochondrial ribosomal protein S7	3	-15.667	78.69	51.333	1	
4572530.3	GenBank	Mitochondrial translational release factor 1-like	1	-10	91.18	34	1	
4572530.3	GenBank	Mitofusin 1	4	-19.5	76.775	57.5	1	
4572530.3	GenBank	Mitogen-activated protein kinase 1	3	-14	100	37	1	
4572530.3	GenBank	Mitogen-activated protein kinase 12	3	-9	88.033	33	1	
4572530.3	GenBank	Mitogen-activated protein kinase 15	5	-10.2	81.17	39.4	1	
4572530.3	GenBank	Mitogen-activated protein kinase 6	7	-23.857	93.859	55	1	
4572530.3	GenBank	Mitogen-activated protein kinase kinase 6	1	-8	100	26	1	
4572530.3	GenBank	Mitogen-activated protein kinase kinase kinase 11	2	-11	80.49	41	1	
4572530.3	GenBank	Mitogen-activated protein kinase kinase kinase 12	2	-15.5	94.3	41.5	1	
4572530.3	GenBank	Mitogen-activated protein kinase kinase kinase 4	5	-11.4	88.978	39.4	2	
4572530.3	GenBank	Mitogen-activated protein kinase kinase kinase 5	1	-18	83.33	54	1	
4572530.3	GenBank	Mitogen-activated protein kinase kinase kinase 7	2	-6	82.235	29.5	2	
4572530.3	GenBank	Mitogen-activated protein kinase kinase kinase 7 interacting protein 2	1	-20	83.33	60	1	
4572530.3	GenBank	Mitogen-activated protein kinase kinase kinase 8	4	-9	88.255	33.75	2	
4572530.3	GenBank	Mitogen-activated protein kinase kinase kinase kinase 4	2	-9	87.61	33	1	
4572530.3	GenBank	Mitogen-activated protein kinase organizer 1	3	-9.667	91.197	33	1	
4572530.3	GenBank	Mitogen-activated protein kinase-activated protein kinase 5	1	-29	96.72	61	1	
4572530.3	GenBank	Mitotic checkpoint protein BUB3	1	-34	91.78	73	1	
4572530.3	GenBank	Mitotic checkpoint serine/threonine-protein kinase BUB1	1	-20	80.36	56	1	
4572530.3	GenBank	Mitotic spindle assembly checkpoint protein MAD2B	1	-7	100	26	1	
4572530.3	GenBank	Mkln1 protein	6	-15.5	94.828	40.333	1	
4572530.3	GenBank	Mknk1 protein	1	-9	84.85	33	1	
4572530.3	GenBank	Mknk2b protein	1	-27	91.38	58	1	
4572530.3	GenBank	Mlc1 protein	2	-10	82.22	45	1	
4572530.3	GenBank	Mll5 protein	1	-23	100	48	1	
4572530.3	GenBank	MlrC domain protein	1	-6	64.86	37	1	
4572530.3	GenBank	Mmp23al protein	6	-19.5	93.055	46.333	1	
4572530.3	GenBank	Mnt/Rox	1	-5	76.67	30	1	
4572530.3	GenBank	Moesin	4	-8.5	95.208	29.25	2	
4572530.3	GenBank	Mogat2 protein	1	-14	74	50	1	
4572530.3	GenBank	Monoacylglycerol O-acyltransferase 2	1	-14	74	50	1	
4572530.3	GenBank	Monocarboxylate transporter 9	2	-16	81.365	46.5	1	
4572530.3	GenBank	Monoglyceride lipase	1	-9	73.68	38	1	
4572530.3	GenBank	Mospd2 protein	2	-6	78.79	33	1	
4572530.3	GenBank	Motile sperm domain containing 2	2	-6	78.79	33	1	
4572530.3	GenBank	Motile sperm domain-containing protein 1	4	-20.5	97.088	51.25	1	
4572530.3	GenBank	Motor neuron and pancreas homeobox 1	1	-10	88.24	34	1	
4572530.3	GenBank	MoxR protein	1	-29	87.32	71	1	
4572530.3	GenBank	MoxR-like ATPase	3	-22.333	90.58	58	2	
4572530.3	GenBank	Mpdz protein	3	-9.667	82.883	38	1	
4572530.3	GenBank	Mpp2a protein	1	-12	94.59	37	1	
4572530.3	GenBank	Mpp2b protein	4	-14.75	81.32	47	1	
4572530.3	GenBank	Mpped2 protein	1	-11	93.94	33	1	
4572530.3	GenBank	Mps one binder kinase activator-like 2	2	-10.5	92.635	34	1	
4572530.3	GenBank	Mps1	1	-5	80.77	26	1	
4572530.3	GenBank	Mrp protein	1	-25	68.6	86	1	
4572530.3	GenBank	Msto1 protein	3	-11	71.883	44.333	1	
4572530.3	GenBank	Mtap protein	1	-28	91.04	67	1	
4572530.3	GenBank	Mthfd1-prov protein	1	-7	100	26	1	
4572530.3	GenBank	Mthfd2 protein	1	-12	87.8	41	1	
4572530.3	GenBank	Mtmr4 protein	1	-10	76.32	38	1	
4572530.3	GenBank	Mu-crystallin homolog	1	-16	74.51	51	1	
4572530.3	GenBank	Mucolipin 2	3	-7.667	73.533	34	1	
4572530.3	GenBank	Multidrug and toxin extrusion protein 1	3	-5.667	83.76	28.667	1	
4572530.3	GenBank	Multifunctional protein ADE2	1	-23	83.87	62	1	
4572530.3	GenBank	Multiple C2 domains, transmembrane 2	2	-10	91.18	34	1	
4572530.3	GenBank	Multiple coagulation factor deficiency 2	1	-5	88.46	26	1	
4572530.3	GenBank	Multiple epidermal growth factor-like domains protein 8-like	1	-8	69.23	39	1	
4572530.3	GenBank	Multisynthetase complex auxiliary component p43	3	-14.333	92.067	42	1	
4572530.3	GenBank	Munc13-2 protein	2	-13.5	100	36.5	1	
4572530.3	GenBank	Musashi homolog 2b (Drosophila)	1	-8	96.43	28	1	
4572530.3	GenBank	Muscle-related coiled-coil protein	2	-11	63.46	52	1	
4572530.3	GenBank	Mut protein	8	-33.25	93.088	74.625	1	
4572530.3	GenBank	MutL homolog 1 (E. coli)	1	-7	80	30	1	
4572530.3	GenBank	MutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)	1	-7	82.76	29	1	
4572530.3	GenBank	MutS homolog 2 (E. coli)	3	-12.667	77.43	44.333	1	
4572530.3	GenBank	MutS homolog 3 (E. coli)	1	-24	87.5	64	1	
4572530.3	GenBank	MutS homolog 4-like	2	-7	87.1	31	1	
4572530.3	GenBank	MutS homolog 6 (E. coli)	5	-15.8	82.854	47	1	
4572530.3	GenBank	MutT/nudix family protein	3	-11.667	77.523	42.333	2	
4572530.3	GenBank	Mutator-like transposase	1	-12	72.09	43	1	
4572530.3	GenBank	MviN protein	1	-21	94.74	57	1	
4572530.3	GenBank	Mx	1	-10	100	33	1	
4572530.3	GenBank	Mx protein	1	-20	100	49	1	
4572530.3	GenBank	MyD88	3	-22	98.907	50.333	1	
4572530.3	GenBank	Myadml protein	1	-12	60.42	48	1	
4572530.3	GenBank	Myb1 protein	1	-30	78.67	75	1	
4572530.3	GenBank	Myc target protein 1 homolog	1	-6	69.44	36	1	
4572530.3	GenBank	Mycl1b protein	1	-13	85	40	1	
4572530.3	GenBank	Myelin and lymphocyte protein	1	-17	86.36	44	1	
4572530.3	GenBank	Myelin expression factor 2	1	-10	93.55	31	1	
4572530.3	GenBank	Myelin protein zero-like protein 2 precursor	4	-10.5	79.858	38.75	2	
4572530.3	GenBank	Myeloblastosis oncogene-like 2	8	-9.25	86.291	35	1	
4572530.3	GenBank	Myeloid cell surface antigen CD33 precursor	11	-16.091	76.992	50.182	1	
4572530.3	GenBank	Myeloid leukemia factor 2	1	-22	85	60	1	
4572530.3	GenBank	Myeloid-associated differentiation marker	8	-28.875	81.637	72.375	2	
4572530.3	GenBank	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	1	-14	100	37	1	
4572530.3	GenBank	Myeloperoxidase precursor	2	-20	75	60	1	
4572530.3	GenBank	Myh14 protein	1	-7	60.47	43	1	
4572530.3	GenBank	Myh6 protein	1	-12	100	33	1	
4572530.3	GenBank	Myh9 protein	2	-8.5	86.195	32.5	1	
